dataset_slug,dataset_name,metric_key,metric_name,unit,item_key,item_name,value
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q28457417,Mount Livermore,8378
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6921417,Mount Ingalls,8376
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6920874,Mount Geduhn,8375
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q55584622,Corry Point,8373
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49032226,Golden Horn,8366
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49048625,McClellan Peak,8364
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4905804,Big Hatchet Peak,8359
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5328356,East Flattop Mountain,8356
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q14713898,Snowfield Peak,8351
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4840375,Bad Marriage Mountain,8350
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8532726,Sarcee Mountain,8350
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5354108,Eldorado Mountain,8344
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6726076,Mad Wolf Mountain,8341
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q14713588,Austera Peak,8339
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6841502,Middle Mountain,8337
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q14713622,Cosho Peak,8332
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5460338,Flora Mountain,8325
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8527583,Mount Ireland,8325
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q18681606,Snowbank Mountain,8320
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6806703,Medicine Grizzly Peak,8315
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6703581,Luna Peak,8311
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q25208594,Timber Mountain,8307
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49866694,Bryce Point,8304
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49080381,Swamp Canyon Butte,8287
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6800360,McClintock Peak,8285
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q14713855,Nooksack Tower,8285
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6806743,Medicine Owl Peak,8284
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q19873735,Booker Mountain,8284
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q12763846,Cerro Nicholson,8282
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q28873560,Big Kangaroo,8280
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8532736,Sinopah Mountain,8271
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7158489,Peavine Peak,8269
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5035281,Caper Peak,8268
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8523893,Lost Corner Mountain,8265
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7577805,Spire Point,8264
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6921341,Mount Howard,8261
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7753361,The Needles,8258
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5028125,Campbell Mountain,8245
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5523094,Garfield Peak,8244
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8530306,Mount Haynes,8235
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6921474,Mount Jackson,8231
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7406557,Salvage Mountain,8225
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q65054728,Inspiration Point,8222
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q14713829,Mount Challenger,8207
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49051784,Mount Abbe,8200
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7382104,Russian Peak,8199
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8537757,Gunsight Peak,8198
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q170089,チョ・オユー,8188
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q3105821,Gilbert Peak,8184
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6922471,オバーリン山,8180
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8030229,Wolftail Mountain,8176
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49049963,Middle Mountain,8176
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5172715,Corral Ridge,8174
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q22415356,Mount Barnard,8173
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8532706,Nahsukin Mountain,8172
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q165440,ダウラギリ,8167
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4750695,Anaconda Peak,8166
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4781091,Appistoki Peak,8164
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q170070,マナスル,8163
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q1201788,マザマ山,8159
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7263273,Pyramid Peak,8159
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q14713679,Horsemans Pack,8156
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7339876,Roaring Mountain,8152
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6924090,テラー山 (北アメリカ大陸),8151
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q14684535,グリーンマウンテン,8148
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5160458,Conger Mountain,8144
